EQUIPMENT,eq-nmp-biz-127,NMP - Computer - IRG-NAMPA-GM,,,IRG-NAMPA-GM,,,,,,,10.18.50.127,,,,,,,
EQUIPMENT,eq-nmp-biz-143,NMP - Computer - NAMPA-CONF-RM,,,NAMPA-CONF-RM,,,,,,,10.18.50.143,,,,,,,
EQUIPMENT,eq-nmp-biz-148,NMP - Computer - IMG-PROD-LT,,,IMG-PROD-LT,,,,,,,10.18.50.148,,,,,,,
EQUIPMENT,eq-nmp-biz-155,NMP - Computer - IRG-CEO-PC,,,IRG-CEO-PC,,,,,,,10.18.50.155,,,,,,,
EQUIPMENT,eq-nmp-biz-159,NMP - Computer - IRG-PROMO-PC2,,,IRG-PROMO-PC2,,,,,,,10.18.50.159,,,,,,,
EQUIPMENT,eq-nmp-biz-161,NMP - Computer - IRG-KWYD-APD,,,IRG-KWYD-APD,,,,,,,10.18.50.161,,,,,,,
EQUIPMENT,eq-nmp-biz-163,NMP - Computer - IRG-FRONTDESK,,,IRG-FRONTDESK,,,,,,,10.18.50.163,,,,,,,
EQUIPMENT,eq-nmp-biz-172,NMP - Computer - IMG-FRONTDESK,,,IMG-FRONTDESK,,,,,,,10.18.50.172,,,,,,,
EQUIPMENT,eq-nmp-biz-175,NMP - Computer - IMG-KQBL-AD,,,IMG-KQBL-AD,,,,,,,10.18.50.175,,,,,,,
EQUIPMENT,eq-nmp-biz-177,NMP - Computer - IMG-SALES-15,,,IMG-SALES-15,,,,,,,10.18.50.177,,,,,,,
EQUIPMENT,eq-nmp-biz-190,NMP - Computer - IMG-SALES-2,,,IMG-SALES-2,,,,,,,10.18.50.190,,,,,,,
EQUIPMENT,eq-nmp-biz-191,NMP - Network - Unifi Temp Network,,,Unifi Temp Network,,,,,,,10.18.50.191,,,,,,,
EQUIPMENT,eq-nmp-biz-199,NMP - Computer - IMG-BOI-SALES-2,,,IMG-BOI-SALES-2,,,,,,,10.18.50.199,,,,,,,
EQUIPMENT,eq-nmp-biz-201,NMP - Computer - Deer Point PC,,,Deer Point PC,,,,,,,10.18.50.201,,,,,,,
EQUIPMENT,eq-nmp-biz-210,NMP - Computer - IRG-OPS-MAN (JAMES),,,IRG-OPS-MAN (JAMES),,,,,,,10.18.50.210,,,,,,,
EQUIPMENT,eq-nmp-biz-213,NMP - Computer - IRG-ITDIR,,,IRG-ITDIR,,,,,,,10.18.50.213,,,,,,,
EQUIPMENT,eq-nmp-biz-214,NMP - Computer - TRAFFIC-M,,,TRAFFIC-M,,,,,,,10.18.50.214,,,,,,,
EQUIPMENT,eq-nmp-biz-215,NMP - Computer - IRG-TRAFFIC3,,,IRG-TRAFFIC3,,,,,,,10.18.50.215,,,,,,,
EQUIPMENT,eq-nmp-biz-216,NMP - Computer - Hoff Prod PC,,,Hoff Prod PC,,,,,,,10.18.50.216,,,,,,,
EQUIPMENT,eq-nmp-biz-220,NMP - Computer - IRG-ENG-PC2,,,IRG-ENG-PC2,,,,,,,10.18.50.220,,,,,,,
EQUIPMENT,eq-nmp-stu-7,NMP - Network - WireGuard,,,WireGuard,,,,,,,10.18.60.7,,,,,,,
EQUIPMENT,eq-nmp-stu-11,NMP - Computer - KWYD G-4,,,KWYD G-4,,,,,,,10.18.60.11,,,,,,,
EQUIPMENT,eq-nmp-stu-12,NMP - Computer - KNFL G-4,,,KNFL G-4,,,,,,,10.18.60.12,,,,,,,
EQUIPMENT,eq-nmp-stu-13,NMP - Computer - KQBL G-4,,,KQBL G-4,,,,,,,10.18.60.13,,,,,,,
EQUIPMENT,eq-nmp-stu-14,NMP - Computer - KZMG G-4,,,KZMG G-4,,,,,,,10.18.60.14,,,,,,,
EQUIPMENT,eq-nmp-stu-15,NMP - Computer - PROD2 G-4,,,PROD2 G-4,,,,,,,10.18.60.15,,,,,,,
EQUIPMENT,eq-nmp-stu-17,NMP - Other - KSRV-FM-RBDS UDP (RDI 20),,,KSRV-FM-RBDS UDP (RDI 20),,,,,,,10.18.60.17,,,,PORT:1005,,,
EQUIPMENT,eq-nmp-stu-30,NMP - Network - Studio Gateway,,,Studio Gateway,,,,,,,10.18.60.30,,,,,,,
EQUIPMENT,eq-nmp-stu-31,NMP - Network - Xoomlink GATEWAY Deer Pt.,,,Xoomlink GATEWAY Deer Pt.,,,,,,,10.18.60.31,,,,,,,
EQUIPMENT,eq-nmp-stu-40,NMP - Audio Processor - vocco 8 kqbl studio,,,vocco 8 kqbl studio,,,,,,,10.18.60.40,,,,,,,
EQUIPMENT,eq-nmp-stu-41,NMP - Other - KZMG RBDS (INOVON 730),,,KZMG RBDS (INOVON 730),,,,,,,10.18.60.41,,,,,,,
EQUIPMENT,eq-nmp-stu-42,NMP - Other - KQBL RBDS (INOVON 730),,,KQBL RBDS (INOVON 730),,,,,,,10.18.60.42,,,,PORT:1005,,,
EQUIPMENT,eq-nmp-stu-43,NMP - Computer - WO-KSRV-HD2,,,WO-KSRV-HD2,,,,,,,10.18.60.43,,,,,,,
EQUIPMENT,eq-nmp-stu-44,NMP - Other - KSRV HD2 730 RDS,,,KSRV HD2 730 RDS,,,,,,,10.18.60.44,,,,,,,
EQUIPMENT,eq-nmp-stu-50,NMP - Network - DISPATCH NAS,,,DISPATCH NAS,,,,,,,10.18.60.50,,,,,,,
EQUIPMENT,eq-nmp-stu-51,NMP - Computer - Josh pc,,,Josh pc,,,,,,,10.18.60.51,,,,,,,
EQUIPMENT,eq-nmp-stu-52,NMP - Computer - Cody pc,,,Cody pc,,,,,,,10.18.60.52,,,,,,,
EQUIPMENT,eq-nmp-stu-58,NMP - Computer - KQBLFM-PLAYLIST,,,KQBLFM-PLAYLIST,,,,,,,10.18.60.58,,,,,,,
EQUIPMENT,eq-nmp-stu-60,NMP - Other - engxpoint,,,engxpoint,,,,,,,10.18.60.60,,,,,,,
EQUIPMENT,eq-nmp-stu-61,NMP - Computer - IMG-KZMG-MORN-LT,,,IMG-KZMG-MORN-LT,,,,,,,10.18.60.61,,,,,,,
EQUIPMENT,eq-nmp-stu-62,NMP - Computer - engineer-remote,,,engineer-remote,,,,,,,10.18.60.62,,,,,,,
EQUIPMENT,eq-nmp-stu-67,NMP - Computer - IAN-PC-2024,,,IAN-PC-2024,,,,,,,10.18.60.67,,,,,,,
EQUIPMENT,eq-nmp-stu-68,NMP - Computer - KSRV-ADOBE,,,KSRV-ADOBE,,,,,,,10.18.60.68,,,,,,,
EQUIPMENT,eq-nmp-stu-72,NMP - Computer - KZMG-PLAYLISTPC,,,KZMG-PLAYLISTPC,,,,,,,10.18.60.72,,,,,,,
EQUIPMENT,eq-nmp-stu-74,NMP - Computer - IMG-TRAFFIC-PROD,,,IMG-TRAFFIC-PROD,,,,,,,10.18.60.74,,,,,,,
EQUIPMENT,eq-nmp-stu-75,NMP - Other - SAGE - EAS,,,SAGE - EAS,,,,,,,10.18.60.75,,,,,,,
EQUIPMENT,eq-nmp-stu-76,NMP - Other - Barrix (670 link to Twin),,,Barrix (670 link to Twin),,,,,,,10.18.60.76,,,,,,,
EQUIPMENT,eq-nmp-stu-81,NMP - Computer - KQBL-HD3 Streaming PC,,,KQBL-HD3 Streaming PC,,,,,,,10.18.60.81,,,,,,,
EQUIPMENT,eq-nmp-stu-83,NMP - Other - Multi stream,,,Multi stream,,,,,,,10.18.60.83,,,,,,,
EQUIPMENT,eq-nmp-stu-85,NMP - STL - middleton link,,,middleton link,,,,,,,10.18.60.85,,,,,,,
EQUIPMENT,eq-nmp-stu-86,NMP - Computer - IMG-PROD-PC1,,,IMG-PROD-PC1,,,,,,,10.18.60.86,,,,,,,
EQUIPMENT,eq-nmp-stu-91,NMP - Other - Burk Plus-X,,,Burk Plus-X,,,,,,,10.18.60.91,,,,,,,
EQUIPMENT,eq-nmp-stu-92,NMP - Audio Processor - Sound4 processor,,,Sound4 processor,,,,,,,10.18.60.92,,,,,,,
EQUIPMENT,eq-nmp-stu-93,NMP - Other - KWYD RBDS,,,KWYD RBDS,,,,,,,10.18.60.93,,,,,,,
EQUIPMENT,eq-nmp-stu-94,NMP - Other - Connect One,,,Connect One,,,,,,,10.18.60.94,,,,,,,
EQUIPMENT,eq-nmp-stu-95,NMP - Other - antenna switch,,,antenna switch,,,,,,,10.18.60.95,,,,,,,
EQUIPMENT,eq-nmp-stu-96,NMP - Exciter - BW exciter,,,BW exciter,,,,,,,10.18.60.96,,,,,,,
EQUIPMENT,eq-nmp-stu-97,NMP - Audio Processor - BU processor,,,BU processor,,,,,,,10.18.60.97,,,,,,,
EQUIPMENT,eq-nmp-stu-98,NMP - Other - KWYD Power Meter - Transmitter,,,KWYD Power Meter - Transmitter,,,,,,,10.18.60.98,,,,,,,
EQUIPMENT,eq-nmp-stu-99,NMP - Other - KWYD Power Meter - Combiner,,,KWYD Power Meter - Combiner,,,,,,,10.18.60.99,,,,,,,
EQUIPMENT,eq-nmp-stu-100,NMP - Other - Light controler,,,Light controler,,,,,,,10.18.60.100,,,,,,,
EQUIPMENT,eq-nmp-stu-104,NMP - Cameras - cam inside,,,cam inside,,,,,,,10.18.60.104,,,,,,,
EQUIPMENT,eq-nmp-stu-105,NMP - Cameras - cam outside,,,cam outside,,,,,,,10.18.60.105,,,,,,,
EQUIPMENT,eq-nmp-stu-107,NMP - Other - NRV,,,NRV,,,,,,,10.18.60.107,,,,,,,
EQUIPMENT,eq-nmp-stu-108,NMP - Other - ATS 32,,,ATS 32,,,,,,,10.18.60.108,,,,,,,
EQUIPMENT,eq-nmp-stu-109,NMP - Computer - IRG-SECURSERVER,,,IRG-SECURSERVER,,,,,,,10.18.60.109,,,,,,,
EQUIPMENT,eq-nmp-stu-113,NMP - Other - Flexiva,,,Flexiva,,,,,,,10.18.60.113,,,,,,,
EQUIPMENT,eq-nmp-stu-117,NMP - Other - RDI 20,,,RDI 20,,,,,,,10.18.60.117,,,,,,,
EQUIPMENT,eq-nmp-stu-119,NMP - Computer - TRAFFIC-5,,,TRAFFIC-5,,,,,,,10.18.60.119,,,,,,,
EQUIPMENT,eq-nmp-stu-120,NMP - Network - Switch 0 Nampa,,,Switch 0 Nampa,,,,,,,10.18.60.120,,,,,,,
EQUIPMENT,eq-nmp-stu-121,NMP - Network - Switch 1 Nampa,,,Switch 1 Nampa,,,,,,,10.18.60.121,,,,,,,
EQUIPMENT,eq-nmp-stu-122,NMP - Network - Switch 2 Nampa,,,Switch 2 Nampa,,,,,,,10.18.60.122,,,,,,,
EQUIPMENT,eq-nmp-stu-123,NMP - Network - Switch 3 Deer Pt,,,Switch 3 Deer Pt,,,,,,,10.18.60.123,,,,,,,
EQUIPMENT,eq-nmp-stu-124,NMP - Network - Switch 4 Deer Pt,,,Switch 4 Deer Pt,,,,,,,10.18.60.124,,,,,,,
EQUIPMENT,eq-nmp-stu-125,NMP - Network - Switch 5 (POE) Hoff,,,Switch 5 (POE) Hoff,,,,,,,10.18.60.125,,,,,,,
EQUIPMENT,eq-nmp-stu-126,NMP - Network - Switch 6 (POE) Hoff,,,Switch 6 (POE) Hoff,,,,,,,10.18.60.126,,,,,,,
EQUIPMENT,eq-nmp-stu-127,NMP - Network - Switch 7 Hoff Prod,,,Switch 7 Hoff Prod,,,,,,,10.18.60.127,,,,,,,
EQUIPMENT,eq-nmp-stu-128,NMP - Network - Switch 8 Middleton,,,Switch 8 Middleton,,,,,,,10.18.60.128,,,,,,,
EQUIPMENT,eq-nmp-stu-129,NMP - Network - Deer Netgear,,,Deer Netgear,,,,,,,10.18.60.129,,,,,,,
EQUIPMENT,eq-nmp-stu-135,NMP - Other - BROTHER Printer,,,BROTHER Printer,,,,,,,10.18.60.135,,,,,,,
EQUIPMENT,eq-nmp-stu-141,NMP - Other - HD MOD mon,,,HD MOD mon,,,,,,,10.18.60.141,,,,,,,
EQUIPMENT,eq-nmp-stu-142,NMP - Other - Burk ARC-16,,,Burk ARC-16,,,,,,,10.18.60.142,,,,,,,
EQUIPMENT,eq-nmp-stu-143,NMP - Other - ARCPlus,,,ARCPlus,,,,,,,10.18.60.143,,,,,,,
EQUIPMENT,eq-nmp-stu-144,NMP - Computer - IRG-CALLSCR,,,IRG-CALLSCR,,,,,,,10.18.60.144,,,,,,,
EQUIPMENT,eq-nmp-stu-145,NMP - STL - BRIC LINK,,,BRIC LINK,,,,,,,10.18.60.145,,,,port 8080,,,
EQUIPMENT,eq-nmp-stu-146,NMP - STL - BRIC LINK,,,BRIC LINK,,,,,,,10.18.60.146,,,,port 8087,,,
EQUIPMENT,eq-nmp-stu-147,NMP - Other - ESPN X

System: DS1,,,ESPN XDS1,,,,,,,10.18.60.147,,,,,,,
EQUIPMENT,eq-nmp-stu-148,NMP - Other - Flexiva,,,Flexiva,,,,,,,10.18.60.148,,,,,,,
EQUIPMENT,eq-nmp-stu-149,NMP - Other - ESPN XDS2,,,ESPN XDS2,,,,,,,10.18.60.149,,,,,,,
EQUIPMENT,eq-nmp-stu-150,NMP - Other - Premiere XDS1,,,Premiere XDS1,,,,,,,10.18.60.150,,,,,,,
EQUIPMENT,eq-nmp-stu-151,NMP - Other - Premiere XDS2,,,Premiere XDS2,,,,,,,10.18.60.151,,,,,,,
EQUIPMENT,eq-nmp-stu-160,NMP - Network - BRIDGE ROUTER,,,BRIDGE ROUTER,,,,,,,10.18.60.160,,,,,,,
EQUIPMENT,eq-nmp-stu-161,NMP - Other - KKOO RDS,,,KKOO RDS,,,,,,,10.18.60.161,,,,,,,
EQUIPMENT,eq-nmp-stu-163,NMP - Computer - BOI-INGEST-SVR,,,BOI-INGEST-SVR,,,,,,,10.18.60.163,,,,,,,
EQUIPMENT,eq-nmp-stu-164,NMP - Other - Inovonics aaron 650,,,Inovonics aaron 650,,,,,,,10.18.60.164,,,,,,,
EQUIPMENT,eq-nmp-stu-165,NMP - Computer - Silence sense PC,,,Silence sense PC,,,,,,,10.18.60.165,,,,,,,
EQUIPMENT,eq-nmp-stu-166,NMP - Network - Barrix (Nampa),,,Barrix (Nampa),,,,,,,10.18.60.166,,,,,,,
EQUIPMENT,eq-nmp-stu-167,NMP - Network - Barrix (Hoff),,,Barrix (Hoff),,,,,,,10.18.60.167,,,,,,,
EQUIPMENT,eq-nmp-stu-168,NMP - STL - DragonWave IP Link,,,DragonWave IP Link,,,,,,,10.18.60.168,,,,,,,
EQUIPMENT,eq-nmp-stu-169,NMP - STL - DragonWave IP Link,,,DragonWave IP Link,,,,,,,10.18.60.169,,,,,,,
EQUIPMENT,eq-nmp-stu-170,NMP - Computer - WO-BOI-CS,,,WO-BOI-CS,,,,,,,10.18.60.170,,,,,,,
EQUIPMENT,eq-nmp-stu-171,NMP - Computer - WO-BOI-PR2,,,WO-BOI-PR2,,,,,,,10.18.60.171,,,,,,,
EQUIPMENT,eq-nmp-stu-172,NMP - Computer - WO-KQBL-FM,,,WO-KQBL-FM,,,,,,,10.18.60.172,,,,,,,
EQUIPMENT,eq-nmp-stu-173,NMP - Computer - WO-KQBL-HD3,,,WO-KQBL-HD3,,,,,,,10.18.60.173,,,,,,,
